ecoregion,year,quarter,vessel_length,fishing_tech,gear_type,mesh_size_range,target_assemblage,metier,icesname,species,totwghtlandg
Oceanic Northeast Atlantic,2013,4,VL1218,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,SWO,0.276
Oceanic Northeast Atlantic,2013,4,VL1218,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,OIL,0.01
Oceanic Northeast Atlantic,2013,4,VL1218,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,BSH,0.0145
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,BSH,0.175
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,SWO,0.6075
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,LEC,0.003
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01D5,SMA,0.0955
Oceanic Northeast Atlantic,2013,1,VL2440,PGP,LLS,"",NK,NK,02D5,COE,0.2085
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,BSH,0.053
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,BSH,0.2885
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,SWO,0.1455
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,SWO,0.4725
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,LEC,0.006
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,BSH,0.996
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,SWO,0.1065
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,03D5,SWO,0.2865
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,03D5,BSH,0.2615
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,03D5,SMA,0.0115
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,BSH,0.013
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,SWO,0.097
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,SMA,0.0665
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03D5,LEC,0.0055
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,SWO,0.208
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,SMA,0.009
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,BSH,0.055
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,04D5,BSH,0.094
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,04D5,SMA,0.0175
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,04D5,LEC,0.001
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",NK,NK,04D5,SWO,0.133
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,LEC,0.0575
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,SWO,0.7345
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,BSH,0.5145
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),04D5,SMA,0.0825
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,SWO,0.3045
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,BSH,0.2265
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,BSH,0.1095
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,SWO,0.1115
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,LEC,0.0335
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05D5,SMA,0.045
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,SMA,0.051
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,SWO,1.399
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,BSH,1.5155
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,ALB,0.003
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,BSH,0.079
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,LEC,0.0135
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,SWO,0.0225
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,SWO,0.301
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,BSH,0.0435
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),06D5,LEC,0.0365
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,BSH,0.163
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,SMA,0.031
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,SWO,0.211
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,SWO,0.407
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,BSH,0.3885
Oceanic Northeast Atlantic,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07D5,BSH,0.0335
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,BSH,0.178
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,LEC,0.019
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,SWO,0.2615
Oceanic Northeast Atlantic,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,BET,0.0935
Oceanic Northeast Atlantic,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,BSH,0.3235
Oceanic Northeast Atlantic,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08D5,SWO,0.2775
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09D5,LEC,0.007
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09D5,SMA,0.027
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09D5,ALB,0.071
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09D5,SWO,0.0875
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09D5,BSH,0.134
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11D5,BET,0.133
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11D5,BSH,0.677
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11D5,SMA,0.0025
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BSH,0.1685
Oceanic Northeast Atlantic,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BET,0.098
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BSH,1.3855
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,SWO,0.958
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,SMA,0.4085
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BET,0.018
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,LEC,0.087
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,ALB,0.017
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BSH,0.38
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,LEC,0.0765
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,BET,0.008
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,SMA,0.1175
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12D5,SWO,1.014
Oceanic Northeast Atlantic,2013,2,VL1824,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),13D5,ALB,0.009
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,LEC,0.0935
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,BSH,2.397
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,SMA,0.329
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,ALB,0.015
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,SWO,0.984
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,BSH,0.3275
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,SWO,0.711
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,SMA,0.0385
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13D5,LEC,0.1465
Oceanic Northeast Atlantic,2013,2,VL1218,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),14D5,ALB,0.1475
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14D5,SWO,0.269
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14D5,BSH,0.1555
Oceanic Northeast Atlantic,2013,3,VL2440,PGP,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),15D5,ALB,0.09
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),15D5,BSH,0.165
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),15D5,SWO,0.0805
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),15D5,SMA,0.0235
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),15D5,LEC,0.0145
Oceanic Northeast Atlantic,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),16D5,ALB,0.1825
Oceanic Northeast Atlantic,2013,2,VL1824,PGP,LTL,"",NK,NK,16D5,ALB,0.0615
Oceanic Northeast Atlantic,2013,3,VL1218,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),16D5,ALB,0.015
Oceanic Northeast Atlantic,2013,3,VL1218,PGP,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),16D5,ALB,0.0155
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),16D5,ALB,0.01
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),16D5,BSH,0.1105
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),16D5,LEC,0.065
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),16D5,BET,0.025
Oceanic Northeast Atlantic,2013,4,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),16D5,SWO,0.654
Oceanic Northeast Atlantic,2013,3,VL1218,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),18D5,ALB,0.13
Oceanic Northeast Atlantic,2013,3,VL2440,PGP,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),18D5,ALB,0.0075
Oceanic Northeast Atlantic,2013,3,VL1218,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,3.661
Oceanic Northeast Atlantic,2013,3,VL1218,PGP,LHP,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,0.356
Oceanic Northeast Atlantic,2013,3,VL1824,DFN,LHM,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,0.5585
Oceanic Northeast Atlantic,2013,3,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,8.3125
Oceanic Northeast Atlantic,2013,3,VL1824,DFN,LTL,"",NK,NK,26D5,ALB,1.9
Oceanic Northeast Atlantic,2013,3,VL1218,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,3.841
Oceanic Northeast Atlantic,2013,3,VL1824,DFN,LHP,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,3.4795
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LHP,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,3.681
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LTL,"",NK,NK,26D5,ALB,2.7835
Oceanic Northeast Atlantic,2013,3,VL1824,PGP,LHM,"",NK,NK,26D5,ALB,2.3835
Oceanic Northeast Atlantic,2013,3,VL1824,PGP,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,16.02
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,3.448
Oceanic Northeast Atlantic,2013,3,VL1824,PS,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,1.287
Oceanic Northeast Atlantic,2013,3,VL1824,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,0.706
Oceanic Northeast Atlantic,2013,3,VL2440,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,6.1235
Oceanic Northeast Atlantic,2013,3,VL1824,PGP,LTL,"",NK,NK,26D5,ALB,2.3445
Oceanic Northeast Atlantic,2013,3,VL2440,DFN,LHP,"",NK,NK,26D5,ALB,4.8365
Oceanic Northeast Atlantic,2013,3,VL2440,DTS,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,1.8295
Oceanic Northeast Atlantic,2013,3,VL2440,HOK,LHP,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,2.9735
Oceanic Northeast Atlantic,2013,3,VL2440,HOK,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),26D5,ALB,4.5275
