ecoregion,year,quarter,vessel_length,fishing_tech,gear_type,mesh_size_range,target_assemblage,metier,icesname,species,totwghtlandg
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,GHL,28.758
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,RNG,0.0225
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,RNG,0.0225
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,GHL,5.627
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,CAT,0.041
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C4,GHL,46.34
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B9,GHL,1.389
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B9,RED,0.082
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B9,RNG,0.125
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,60B9,GHL,0.3365
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,60B9,COD,3.665
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,60B9,CAT,0.022
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,60B9,COD,3.929
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,60B9,RED,0.2675
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B6,GHL,0.822
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B6,RNG,0.48
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B6,RED,4.438
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B5,GHL,6.241
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B5,COD,0.0435
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B5,BLI,0.017
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B5,HAL,0.042
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B5,RED,9.0735
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,HAL,0.0575
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,RED,29.7395
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,HAL,0.0635
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,GHL,1.768
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,RED,35.284
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B5,COD,0.0435
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B5,RED,1.8655
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B5,GHL,0.054
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B5,HAL,0.11
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B5,COD,0.1035
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,59B5,RNG,0.0445
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,105.1265
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,COD,0.767
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,CAT,0.035
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,9.764
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,COD,0.9075
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,BLI,0.017
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,GHL,2.1005
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,HAL,0.0075
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,136.1145
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,27.148
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,COD,2.4595
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,GHL,0.6245
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,COD,0.2845
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,0.049
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RNG,0.036
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,GHL,1.246
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,HAL,0.357
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,RED,16.771
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,COD,0.1035
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,BLI,0.126
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,CAT,0.0615
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B4,GHL,0.0195
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,COD,1.861
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,58.4305
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,HAL,0.0125
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,HAL,0.024
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,43.6745
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,COD,1.182
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,251.0975
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,14.4235
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,COD,5.642
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,HAL,0.173
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,HAL,0.039
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,6.081
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RED,80.322
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,RNG,0.0885
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,HAL,0.957
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,GHL,1.21
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,BLI,1.782
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,COD,2.84
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,58B4,CAT,0.2035
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,56B3,HAL,0.0065
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,56B3,RED,4.0745
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,56B3,GHL,4.8435
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B3,RED,1.7255
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B3,COD,24.897
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B2,GHL,14.1255
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B2,RNG,0.13
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B2,GHL,10.9095
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B2,RNG,0.0125
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B2,RED,0.0525
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B2,GHL,4.342
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B2,RED,0.096
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B2,GHL,1.496
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B2,RED,0.049
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,RNG,0.047
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,BLI,0.0175
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,GHL,5.921
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,RED,0.062
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,RNG,0.026
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B1,GHL,2.281
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,56B1,HAL,0.1605
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,56B1,COD,21.449
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B1,RED,19.9805
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B1,RED,0.096
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,57B1,GHL,1.368
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,BLI,0.0795
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,GHL,10.037
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,HAL,0.1235
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RED,5.4385
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RNG,0.053
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RNG,0.2065
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RED,0.537
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,BLI,0.1355
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,GHL,52.805
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,HAL,0.1285
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RED,0.0555
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,BLI,0.024
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RNG,0.3155
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,GHL,45.7605
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RED,11.1275
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,BLI,0.09
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,CAT,0.02
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,RNG,0.1565
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,GHL,40.575
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55B0,COD,0.8115
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,RED,0.0415
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,BLI,0.071
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,RNG,1.821
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,CAT,0.005
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,GHL,148.7645
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,GHL,6.372
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A3,RNG,0.1025
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,GHL,87.735
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,BLI,0.4085
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,COD,0.153
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RNG,0.1105
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,HAL,1.004
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RED,19.1065
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,GHL,670.083
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RED,8.743
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,BLI,1.035
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,CAT,0.0185
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RNG,4.2555
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,HAL,1.273
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,HAL,0.0335
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RED,0.2835
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,GHL,182.7765
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RNG,1.711
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,BLI,0.0485
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,COD,18.52
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RED,1.644
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,GHL,181.3915
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,RNG,1.726
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,HAL,0.0965
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,53A3,BLI,0.378
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,BLI,0.0535
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,RED,0.9615
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,GHL,20.231
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,CAT,5e-04
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,RNG,0.1445
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,GHL,5.515
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,RNG,0.0805
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,COD,15.0835
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,HAL,0.0405
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,GHL,41.5625
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,BLI,0.108
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,RED,1.067
Greenland Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,54A3,RNG,0.141
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55A3,HAL,0.048
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55A3,RNG,0.0215
Greenland Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,55A3,GHL,6.1165
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A2,COD,2.149
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A2,GHL,1.455
Greenland Sea,2013,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,52A2,RED,8.507
Greenland Sea,2013,1,VL40XX,DTS,OTB,NK,DEF,OTB_DEF_>=130_0_0,69D2,HAD,0.105
Greenland Sea,2013,1,VL40XX,DTS,OTB,NK,DEF,OTB_DEF_>=130_0_0,69D2,COD,3.54
Greenland Sea,2013,1,VL40XX,DTS,OTB,NK,DEF,OTB_DEF_>=130_0_0,69D2,POK,0.023
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,70D1,HAL,0.014
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,70D1,POK,0.093
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,70D1,RED,0.023
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,70D1,HAD,0.096
Greenland Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,70D1,COD,15.556
Greenland Sea,2013,1,VL40XX,DTS,OTB,NK,DEF,OTB_DEF_>=130_0_0,71C7,HAD,0.032
Greenland Sea,2013,1,VL40XX,DTS,OTB,NK,DEF,OTB_DEF_>=130_0_0,71C7,COD,20.131
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,67D2,CAP,22.6115
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,67D1,CAP,544.935
Greenland Sea,2014,3,VL40XX,TM,PS,00D16,SPF,NK,66D0,CAP,664.4985
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,NK,66D0,CAP,862.8285
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,66D0,CAP,132.692
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,67D0,CAP,915.9425
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,66C9,CAP,161.098
Greenland Sea,2014,3,VL40XX,TM,OTM,32D70,SPF,OTM_SPF_40-59_0_0,67C9,CAP,139.7575
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,67C9,CAP,828.0625
Greenland Sea,2014,3,VL40XX,TM,PS,16D32,SPF,OTM_SPF_40-59_0_0,66C8,CAP,94.787
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,67C7,GHL,2.617
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C6,GHL,27.542
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C6,CAT,0.0415
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C6,RNG,0.023
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C5,GHL,29.165
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C5,CAT,0.1885
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,65C5,RNG,0.092
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C5,CAT,0.0205
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C5,GHL,15.053
Greenland Sea,2014,3,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,66C5,RNG,0.046
Greenland Sea,2014,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,64C4,CAT,0.0315
Greenland Sea,2014,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=130_0_0,64C4,GHL,2.598
