ecoregion,year,quarter,vessel_length,fishing_tech,gear_type,mesh_size_range,target_assemblage,metier,icesname,species,totwghtlandg
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,40D50,SLP,GNS_SLP_>=16_0_0,05E9,BLT,0.1
Western Mediterranean Sea,2013,1,VL0612,PGP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,MON,0.004
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.017
Western Mediterranean Sea,2013,1,VL0612,PMP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,0.052
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,50D100,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.057
Western Mediterranean Sea,2013,1,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.052
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,40D50,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.011
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,40D50,SLP,GNS_SLP_>=16_0_0,05E9,HOM,0.007
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,40D50,SLP,GNS_SLP_>=16_0_0,05E9,MAC,0.004
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,40D50,SLP,GNS_SLP_>=16_0_0,05E9,SBG,0.014
Western Mediterranean Sea,2013,1,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.102
Western Mediterranean Sea,2013,1,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MAC,0.009
Western Mediterranean Sea,2013,1,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.471
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.014
Western Mediterranean Sea,2013,1,VL1218,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.263
Western Mediterranean Sea,2013,1,VL0612,PMP,GNS,50D100,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.015
Western Mediterranean Sea,2013,1,VL1218,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,MAC,0.37
Western Mediterranean Sea,2013,1,VL1218,DFN,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.06
Western Mediterranean Sea,2013,1,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MAC,0.105
Western Mediterranean Sea,2013,1,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.193
Western Mediterranean Sea,2013,1,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.16
Western Mediterranean Sea,2013,1,VL1218,DFN,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,0.205
Western Mediterranean Sea,2013,1,VL1218,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,LTA,0.03
Western Mediterranean Sea,2013,1,VL1218,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05E9,SWO,0.233
Western Mediterranean Sea,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05E9,SWO,0.06
Western Mediterranean Sea,2013,1,VL1824,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,ANE,0.078
Western Mediterranean Sea,2013,1,VL1824,PS,PS,NK,NK,NK,05E9,SAA,3.575
Western Mediterranean Sea,2013,1,VL2440,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,PIL,0.29
Western Mediterranean Sea,2013,1,VL2440,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,ANE,0.18
Western Mediterranean Sea,2013,2,VL0612,PGP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,MZZ,0.047
Western Mediterranean Sea,2013,2,VL0612,PGP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,OCC,0.049
Western Mediterranean Sea,2013,2,VL0612,PGP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,BLT,0.174
Western Mediterranean Sea,2013,2,VL0612,PGP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,1.212
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MAC,0.021
Western Mediterranean Sea,2013,2,VL0612,PMP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.287
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.006
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MAC,0.036
Western Mediterranean Sea,2013,2,VL0612,PMP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HOM,0.009
Western Mediterranean Sea,2013,2,VL0612,PMP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,MAC,0.014
Western Mediterranean Sea,2013,2,VL0612,PMP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,BLT,0.094
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.14
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.011
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.033
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.014
Western Mediterranean Sea,2013,2,VL0612,PMP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,1.822
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.333
Western Mediterranean Sea,2013,2,VL0612,PMP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HOM,0.034
Western Mediterranean Sea,2013,2,VL0612,PMP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,MAC,0.02
Western Mediterranean Sea,2013,2,VL0612,PMP,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.005
Western Mediterranean Sea,2013,2,VL0612,PMP,LLS,"",DEF,LLS_DEF_0_0_0,05E9,MUX,0.01
Western Mediterranean Sea,2013,2,VL1218,DFN,FPO,"",DEF,FPO_DEF_0_0_0,05E9,OCC,1.135
Western Mediterranean Sea,2013,2,VL1218,DFN,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HOM,0.025
Western Mediterranean Sea,2013,2,VL1218,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,HOM,0.12
Western Mediterranean Sea,2013,2,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.669
Western Mediterranean Sea,2013,2,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,BLT,0.095
Western Mediterranean Sea,2013,2,VL1218,DFN,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,1.1
Western Mediterranean Sea,2013,2,VL1218,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.125
Western Mediterranean Sea,2013,2,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.13
Western Mediterranean Sea,2013,2,VL1218,DFN,FPO,"",DEF,FPO_DEF_0_0_0,05E9,MUX,0.035
Western Mediterranean Sea,2013,2,VL1218,DFN,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.585
Western Mediterranean Sea,2013,2,VL1218,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.274
Western Mediterranean Sea,2013,2,VL1218,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05E9,SWO,0.014
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,VMA,0.072
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,NK,NK,05E9,MAC,1.07
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,ANE,1.444
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,BLT,4.848
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,PIL,7.524
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,MAC,0.03
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,NK,NK,05E9,PIL,0.024
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,MZZ,0.036
Western Mediterranean Sea,2013,2,VL1218,PS,PS,NK,SPF,PS_SPF_>=14_0_0,05E9,SAA,0.768
Western Mediterranean Sea,2013,2,VL1218,PS,PS,16D20,NK,NK,05E9,PIL,0.9
Western Mediterranean Sea,2013,2,VL1824,DTS,OTB,50D100,DEF,OTB_DEF_>=40_0_0,05E9,HKE,0.02
Western Mediterranean Sea,2013,2,VL2440,DTS,OTB,NK,DEF,OTB_DEF_>=40_0_0,05E9,DPS,0.002
Western Mediterranean Sea,2013,2,VL2440,DTS,OTB,NK,DEF,OTB_DEF_>=40_0_0,05E9,MUX,0.01
Western Mediterranean Sea,2013,2,VL2440,DTS,OTB,NK,DEF,OTB_DEF_>=40_0_0,05E9,OCC,0.011
Western Mediterranean Sea,2013,2,VL2440,DTS,OTB,NK,DEF,OTB_DEF_>=40_0_0,05E9,MON,0.016
Western Mediterranean Sea,2013,2,VL2440,DTS,OTB,NK,DEF,OTB_DEF_>=40_0_0,05E9,HKE,0.091
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,50D100,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.002
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,50D100,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.01
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,OCC,0.299
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,50D100,DEF,GTR_DEF_>=16_0_0,05E9,SBG,0.002
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,100D400,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.002
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,BLT,0.39
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.118
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.254
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.295
Western Mediterranean Sea,2013,2,VL0612,DFN,FPO,"",DEF,FPO_DEF_0_0_0,05E9,OCC,3.672
Western Mediterranean Sea,2013,2,VL0612,DFN,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,OCC,0.085
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,100D400,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.02
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.012
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,SBG,0.03
Western Mediterranean Sea,2013,2,VL0612,DFN,LLS,"",DEF,LLS_DEF_0_0_0,05E9,HKE,1.28
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,MUX,0.008
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,50D100,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.298
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HOM,0.04
Western Mediterranean Sea,2013,2,VL0612,DFN,LLS,"",DEF,GNS_DEF_>=16_0_0,05E9,OCC,0.004
Western Mediterranean Sea,2013,2,VL0612,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05E9,SWO,0.008
Western Mediterranean Sea,2013,2,VL0612,DFN,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.47
Western Mediterranean Sea,2013,2,VL0612,PGP,FPO,"",DEF,FPO_DEF_0_0_0,05E9,HKE,0.002
Western Mediterranean Sea,2013,2,VL0612,PGP,FPO,"",DEF,FPO_DEF_0_0_0,05E9,MZZ,0.034
Western Mediterranean Sea,2013,2,VL0612,PGP,FPO,"",DEF,FPO_DEF_0_0_0,05E9,MAC,0.001
Western Mediterranean Sea,2013,2,VL0612,PGP,FPO,"",DEF,FPO_DEF_0_0_0,05E9,MUX,0.031
Western Mediterranean Sea,2013,2,VL0612,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05E9,LTA,0.011
Western Mediterranean Sea,2013,2,VL0612,PGP,FPO,"",DEF,FPO_DEF_0_0_0,05E9,OCC,0.89
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,LTA,0.001
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,SAA,0.001
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,BLT,0.001
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,HKE,0.361
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,MZZ,0.01
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,BLT,0.007
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,MUX,0.04
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,MAC,0.013
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,SBG,0.009
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,SBG,0.006
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,MZZ,0.003
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,SAA,0.008
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,DEF,GNS_DEF_>=16_0_0,05E9,OCC,0.057
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,HKE,0.127
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,LTA,0.002
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,MAC,0.014
Western Mediterranean Sea,2013,2,VL0612,PGP,GNS,NK,SLP,GNS_SLP_>=16_0_0,05E9,OCC,0.13
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,BLT,0.001
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MUX,1.068
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,HKE,0.697
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,SBG,0.005
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,SAA,0.024
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,OCC,0.326
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,PIL,0.008
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,LTA,0.003
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MON,0.004
Western Mediterranean Sea,2013,2,VL0612,PGP,GTR,NK,DEF,GTR_DEF_>=16_0_0,05E9,MZZ,0.977
