ecoregion,year,quarter,vessel_length,fishing_tech,gear_type,mesh_size_range,target_assemblage,metier,icesname,species,totwghtlandg
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C7,SWO,0.0455
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C7,SWO,0.0675
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C7,BSH,0.364
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C7,LEC,0.0155
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03C7,SWO,0.3415
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03C7,BSH,4.278
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03C7,BSH,1.207
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),03C7,SWO,0.141
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,BSH,0.4315
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,SMA,0.0735
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,BET,0.061
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,SWO,0.039
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,LEC,0.031
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,BSH,0.725
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,SMA,0.0185
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),05C7,SWO,0.124
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C7,SWO,0.078
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C7,BSH,0.214
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),07C7,ALB,0.063
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C7,LEC,0.0245
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C7,SWO,0.18
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C7,BSH,1.909
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C7,SWO,0.8085
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C7,SMA,0.119
Azores,2013,4,VL2440,HOK,LLD,"",NK,NK,08C7,BSH,0.296
Azores,2013,4,VL2440,HOK,LLD,"",NK,NK,08C7,SWO,0.2295
Azores,2013,4,VL2440,HOK,LLD,"",NK,NK,08C7,SMA,0.0115
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C7,BSH,0.082
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C7,SWO,0.077
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C7,SWO,0.0885
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C7,BSH,1.096
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C7,LEC,0.0095
Azores,2013,4,VL2440,HOK,LLD,"",NK,NK,09C7,SMA,0.008
Azores,2013,4,VL2440,HOK,LLD,"",NK,NK,09C7,BSH,0.272
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C6,BSH,0.7285
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C6,SWO,0.5225
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),07C6,ALB,0.28
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C6,SWO,0.1395
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C6,BET,0.0765
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),07C6,BSH,1.795
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C6,BSH,1.122
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C6,SWO,0.0625
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C6,LEC,0.0065
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C6,BSH,1.384
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C6,SWO,0.5615
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C6,SMA,0.074
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C6,SWO,0.3345
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C6,BSH,0.882
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,BSH,0.122
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,SWO,0.5025
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,LEC,0.0785
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,SWO,0.3005
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,BSH,0.559
Azores,2013,2,VL1824,PGP,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),10C6,ALB,0.029
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,SMA,0.0275
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C6,BSH,0.171
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C5,BSH,0.357
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C5,SWO,0.0425
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C5,LEC,0.013
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,SWO,1.7395
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,BET,0.1715
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,BSH,5.2955
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,LEC,0.01
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,ALB,0.024
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,ALB,0.0285
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,SWO,0.1645
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C5,BSH,1.186
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BSH,0.476
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BSH,0.643
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,LEC,0.032
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,SWO,1.8025
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),10C5,ALB,0.0305
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,LEC,0.044
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,SWO,0.636
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BSH,0.35
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,LEC,0.038
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BSH,4.6565
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,SWO,2.565
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,ALB,0.0175
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,SMA,0.0425
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,LEC,0.0155
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BSH,1.993
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,BET,0.0835
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C5,SWO,0.028
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,LEC,0.044
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,BSH,4.757
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,SWO,1.145
Azores,2013,1,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,ALB,0.0085
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,LEC,0.019
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,SWO,1.098
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,BSH,0.1905
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,LEC,0.101
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,BSH,0.8695
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,SWO,0.5065
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,SWO,0.0455
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C5,BSH,0.576
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C4,BSH,0.9815
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),08C4,SWO,0.0615
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C4,BSH,0.2905
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),09C4,SWO,0.017
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,SWO,2.2175
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,BSH,0.4655
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,LEC,0.0575
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),10C4,ALB,0.039
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,LEC,0.0505
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,BSH,0.336
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,SWO,0.0665
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,BSH,1.5785
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,LEC,0.008
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,SWO,0.144
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,BSH,0.2465
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C4,SWO,0.1945
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C4,BSH,0.3875
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C4,SWO,0.32
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C4,LEC,0.008
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C4,SWO,0.055
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C4,BSH,0.237
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C4,BET,0.0345
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C4,BSH,0.4375
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C4,SWO,0.5595
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),10C3,ALB,0.0055
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,BSH,0.377
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,SWO,0.209
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,LEC,0.0105
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,BSH,2.4455
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,SMA,0.1325
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C3,SWO,0.3985
Azores,2013,2,VL1824,DFN,LTL,"",LPF,LTL_LPF_0_0_0 (ALB),11C3,ALB,0.0275
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,BSH,1.6975
Azores,2013,2,VL1824,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,SWO,0.7075
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,BET,0.0525
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,BSH,0.901
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,LEC,0.011
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C3,SWO,0.103
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,BSH,0.791
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,SWO,0.461
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,LEC,0.014
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,SMA,0.076
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,ALB,0.009
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,SWO,0.5255
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C3,BSH,5.611
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13C3,SWO,0.7205
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13C3,SMA,0.014
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),13C3,BSH,4.962
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C2,BSH,0.514
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C2,SWO,0.022
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C2,BSH,0.6435
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),10C2,SWO,0.021
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,SWO,0.079
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,BSH,0.1915
Azores,2013,3,VL2440,HOK,LLD,"",NK,NK,11C2,BSH,3.3695
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,BSH,0.6805
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,SWO,0.0805
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,BET,0.0495
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C2,SMA,0.0205
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,LEC,0.004
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,SMA,0.02
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,BSH,5.3705
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,SWO,0.391
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,SMA,0.0605
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,BSH,0.421
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C2,SWO,0.112
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,SWO,0.0135
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,BSH,0.464
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,BSH,0.155
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,SWO,0.0505
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,BET,0.0315
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,SMA,0.059
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,LEC,0.0505
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,BET,0.149
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,BSH,1.0095
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),01C1,SWO,0.2705
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,BSH,7.406
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,BET,0.071
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,SWO,0.225
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,BSH,0.5435
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,BET,0.011
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,SMA,0.027
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C1,SWO,0.013
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C1,SWO,0.018
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C1,BSH,1.073
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C1,SWO,0.093
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C1,BSH,0.387
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C1,SWO,0.038
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),12C1,BSH,1.075
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SMA,0.0405
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SWO,0.087
Azores,2013,1,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BSH,1.5405
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SMA,0.0305
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BSH,1.5605
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SWO,0.093
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BSH,8.678
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BET,0.4505
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SWO,0.196
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SMA,0.0085
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BSH,0.027
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BET,0.0395
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SWO,0.021
Azores,2013,3,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SMA,0.0085
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,BSH,0.314
Azores,2013,4,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),02C0,SWO,0.0975
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),11C0,BSH,0.0465
Azores,2013,3,VL2440,HOK,LLD,"",NK,NK,11C0,BSH,5.746
Azores,2013,3,VL2440,HOK,LLD,"",NK,NK,11C0,LEC,0.0395
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,BSH,3.1405
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,LEC,0.008
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,BET,0.59
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,SWO,0.191
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,SMA,0.044
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,BSH,0.9565
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,BET,0.1025
Azores,2013,2,VL2440,HOK,LLD,"",LPF,LLD_LPF_0_0_0 (SWO),14C0,SWO,0.1055
