ecoregion,year,quarter,vessel_length,fishing_tech,gear_type,mesh_size_range,target_assemblage,metier,icesname,species,totwghtlandg
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,POK,107.806
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,HAL,0.29
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,LIN,0.31
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,POK,3.5615
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,HAD,22.7455
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,COD,29.4605
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,LIN,0.007
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59G0,HER,208.2415
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59G0,MZZ,0.9905
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59G0,POK,1.83
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73G0,REB,19.4555
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73G0,REB,14.76
Norwegian Sea,2013,4,VL40XX,TM,OTM,32D70,SPF,OTM_SPF_32-69_0_0,58F2,MAC,3.298
Norwegian Sea,2013,4,VL40XX,TM,OTM,32D70,SPF,OTM_SPF_32-69_0_0,58F2,HER,99.607
Norwegian Sea,2013,4,VL40XX,TM,OTM,32D70,SPF,OTM_SPF_32-69_0_0,58F2,WHB,11.45
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F2,REB,6.9625
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F2,REB,9.7115
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,72F2,REB,10.481
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F2,REB,4.18
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F2,REB,4.705
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F2,REB,8.84
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F3,POK,0.038
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F3,REB,3.0615
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F3,REB,4.307
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,72F3,REB,3.0845
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F3,REB,5.4325
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F3,REB,1.4715
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,COD,0.032
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,HAD,0.147
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,LIN,0.363
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,POK,1.9345
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,POL,0.2165
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F4,HKE,0.897
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,POK,17.3085
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,HAL,0.032
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,HAD,2.6035
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,COD,6.246
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,LIN,0.0275
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59F4,RED,0.063
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,72F4,REB,1.7335
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F4,REB,1.734
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F4,REB,18.715
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F4,REB,4.434
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F4,REB,6.8435
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,POL,0.2475
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,RED,0.0175
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,COD,0.1435
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,LIN,0.3305
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,HKE,0.0815
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,LIN,0.1345
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,HAD,1.7845
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,POK,35.9355
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,HAL,0.012
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,HAD,0.8555
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,COD,0.2185
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,54F5,POK,5.64
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,54F5,HER,580.4695
Norwegian Sea,2013,1,VL1824,DTS,PTM,NK,SPF,PTM_SPF_32-69_0_0,54F5,HER,130.932
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F5,HAD,0.8005
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F5,HER,1098.7685
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F5,MZZ,1.357
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F5,POK,0.5605
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F5,WHB,2.0515
Norwegian Sea,2013,1,VL1824,DTS,PTM,NK,SPF,PTM_SPF_32-69_0_0,55F5,HER,22.5745
Norwegian Sea,2013,1,VL40XX,TM,PTM,NK,SPF,PTM_SPF_32-69_0_0,55F5,HER,459.1375
Norwegian Sea,2013,1,VL40XX,TM,OTM,NK,SPF,PTM_SPF_32-69_0_0,55F5,HER,46.921
Norwegian Sea,2013,4,VL40XX,TM,PS,32D80,SPF,PS_SPF_32-69_0_0,62F5,HER,362.6785
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,71F5,REB,19.0285
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,71F5,REB,28.286
Norwegian Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTM_DEF_100-119_0_0,72F5,REB,2.7145
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F5,REB,0.9015
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,72F5,REB,1.4305
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F5,REB,18.5125
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,73F5,REB,19.7585
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F5,REB,10.6845
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F5,REB,18.9845
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,55F6,POK,7.734
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,55F6,COD,0.7705
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,55F6,HAL,0.002
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,55F6,HAD,2.8795
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,55F6,LIN,0.0375
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,55F6,HER,468.749
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,55F6,POK,0.4045
Norwegian Sea,2013,1,VL40XX,DTS,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,HER,421.567
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,HAD,0.3795
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,HER,3285.277
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,MZZ,3.733
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,POK,3.6035
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,55F6,WHB,0.5985
Norwegian Sea,2013,1,VL40XX,TM,PTM,NK,SPF,PTM_SPF_32-69_0_0,55F6,HER,171.841
Norwegian Sea,2013,1,VL40XX,TM,OTM,NK,SPF,PTM_SPF_32-69_0_0,55F6,HER,850.5065
Norwegian Sea,2013,1,VL1824,DTS,PTM,NK,SPF,PTM_SPF_32-69_0_0,55F6,HER,114.879
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,71F6,REB,11.9055
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,71F6,REB,4.2235
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,72F6,REB,17.883
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F6,REB,13.326
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F6,REB,14.465
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F6,REB,35.0725
Norwegian Sea,2013,4,VL40XX,DTS,OTB,120DXX,DEF,OTM_DEF_100-119_0_0,73F6,REB,9.782
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,73F6,REB,7.087
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,74F6,REB,32.5105
Norwegian Sea,2013,4,VL40XX,TM,PS,32D80,SPF,PS_SPF_32-69_0_0,63F7,HER,419.387
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F7,REB,4.0085
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F7,REB,2.1675
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F7,REB,1.5885
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,73F7,REB,23.779
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,74F7,REB,0.2155
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,74F7,REB,25.7105
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,74F7,REB,42.728
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,75F7,REB,27.877
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,75F7,REB,29.7315
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,75F7,REB,2.5385
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,RED,2.7575
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,HAD,0.031
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,HAL,0.2055
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,HAD,1.911
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,COD,1.9565
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,LIN,0.4415
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,HAL,0.0445
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,RED,0.2325
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,POK,2.669
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,POK,70.051
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,COD,0.0865
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,57F8,LIN,0.0565
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,HAL,0.0045
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,RED,0.3985
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,HAD,4.656
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,COD,1.975
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,POK,187.837
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,POK,12.745
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,COD,0.432
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,HAD,0.2275
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,RED,2.571
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,HAL,0.317
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,POL,0.031
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,LIN,0.0105
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F8,LIN,0.5715
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,72F8,REB,4.3765
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,72F8,REB,12.5355
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,PLA,2.2885
Norwegian Sea,2013,4,VL40XX,DTS,OTM,16D32,NK,NK,72F8,WHB,0.001
Norwegian Sea,2013,4,VL40XX,DTS,OTM,NK,NK,NK,72F8,SKA,0.0085
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,COD,19.5825
Norwegian Sea,2013,4,VL40XX,DTS,OTM,16D32,NK,NK,72F8,RNG,0.0035
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,GHL,85.935
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,WHB,0.1275
Norwegian Sea,2013,4,VL40XX,DTS,OTM,16D32,NK,NK,72F8,REB,0.001
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,GHL,46.6505
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,HAL,0.033
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,RNG,6.953
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,RNG,0.1805
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,REB,0.2485
Norwegian Sea,2013,4,VL40XX,DTS,OTM,NK,NK,NK,72F8,GHL,0.631
Norwegian Sea,2013,4,VL40XX,DTS,OTM,NK,NK,NK,72F8,RNG,0.0025
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,RED,4.1245
Norwegian Sea,2013,4,VL40XX,DTS,OTM,16D32,NK,NK,72F8,SKA,0.0015
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,COD,0.0615
Norwegian Sea,2013,4,VL40XX,DTS,OTM,120DXX,NK,NK,72F8,SKA,28.545
Norwegian Sea,2013,4,VL40XX,DTS,OTM,32D80,NK,NK,72F8,SKA,0.2505
Norwegian Sea,2013,4,VL40XX,DTS,OTM,16D32,NK,NK,72F8,GHL,2.9125
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F8,REB,10.2935
Norwegian Sea,2013,3,VL40XX,TM,OTM,110D120,DEF,OTM_DEF_100-119_0_0,73F8,REB,27.0255
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F8,REB,8.2505
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F8,REB,10.8195
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,74F8,REB,11.2175
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,74F8,REB,4.733
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,74F8,REB,8.5655
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,74F8,REB,7.8175
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,57F9,HER,113.244
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,57F9,POK,0.137
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,57F9,WHB,1.0465
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,HAL,0.066
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,HAD,0.348
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,LIN,0.137
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,POL,0.031
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,RED,1.051
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,COD,0.1295
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,58F9,POK,38.6665
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,58F9,HER,139.6095
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,58F9,MZZ,0.2205
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,58F9,POK,0.925
Norwegian Sea,2013,1,VL40XX,DTS,OTB,32D80,SPF,OTB_SPF_32-69_0_0,58F9,REG,0.1225
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,58F9,HER,792.1955
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,58F9,MZZ,2.1425
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,58F9,POK,3.0505
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,58F9,REG,0.343
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,58F9,WHB,0.942
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59F9,HER,271.786
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59F9,POK,0.3295
Norwegian Sea,2013,1,VL40XX,TM,OTM,32D80,SPF,OTM_SPF_32-69_0_0,59F9,WHB,2.5115
Norwegian Sea,2013,3,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F9,REB,83.1425
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,NK,NK,73F9,REB,31.8455
Norwegian Sea,2013,4,VL40XX,DTS,OTM,100D110,DEF,OTM_DEF_100-119_0_0,73F9,REB,49.332
Norwegian Sea,2013,4,VL40XX,DTS,OTM,110D120,DEF,OTM_DEF_100-119_0_0,73F9,REB,3.688
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,COD,0.202
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,HAD,0.122
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,LIN,0.065
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,POK,1.956
Norwegian Sea,2013,1,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,RED,0.074
Norwegian Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,COD,1.347
Norwegian Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,POK,0.351
Norwegian Sea,2013,2,VL40XX,DTS,OTB,120DXX,DEF,OTB_DEF_>=120_0_0,59G0,LIN,0.024
Norwegian Sea,2013,3,VL40XX,DTS,OTM,NK,DEF,OTM_DEF_100-119_0_0,73G0,REB,43.787
Norwegian Sea,2013,3,VL40XX,DTS,OTM,NK,DEF,OTM_DEF_100-119_0_0,72F2,REB,14.392
Norwegian Sea,2013,3,VL40XX,DTS,OTM,NK,DEF,OTM_DEF_100-119_0_0,73F2,REB,35.346
Norwegian Sea,2013,3,VL40XX,DTS,OTM,NK,DEF,OTM_DEF_100-119_0_0,72F2,REB,15.297
